.imp,state,year,fc_entered,fc_istpr,fc_caseload,fc_totalrem_mn,fc_inst,fc_aian_home,st_fips,pop_child
2,13,2007,19,5,37,1.135135135135135,2,0,13,12680
2,13,2006,15,1,27,1.2222222222222223,2,0,13,11546
2,13,2008,12,0,22,1.1818181818181819,9,0,13,13534
2,13,2009,15,1,27,1.1851851851851851,4,0,13,15012
2,13,2010,10,6,19,1,2,0,13,16298
2,13,2011,15,5,39,1.7435897435897436,6,0.06666666666666667,13,17033
2,13,2012,15,8,42,1.0476190476190477,11,0,13,16941
2,13,2013,5,1,17,1.2352941176470589,4,0,13,17043
2,13,2014,19,8,38,1.105263157894737,4,0,13,17054
2,13,2015,10,0,23,1.0869565217391304,7,0,13,17158
2,13,2016,5,0,8,1,0,0,13,17301
2,13,2017,24,0,24,1,6,0,13,17618
2,15,2004,70,56,163,1.2331288343558282,10,0.052980132450331126,15,1295
2,15,2005,79,37,204,1.2156862745098038,12,0.06486486486486487,15,1295
2,15,2007,43,34,101,1.2673267326732673,1,0.17,15,1314
2,15,2006,55,22,99,1.1313131313131313,6,0,15,1303
2,15,2008,60,20,111,1.2792792792792793,8,0.10784313725490197,15,1273
2,15,2009,70,17,140,1.4285714285714286,8,0.007633587786259542,15,1249
2,15,2010,48,6,88,1.1136363636363635,19,0.1044776119402985,15,1259
2,15,2011,36,7,71,1.1126760563380282,13,0.08771929824561403,15,1240
2,15,2012,49,13,95,1.231578947368421,5,0.12048192771084337,15,1319
2,15,2013,31,7,62,1.1935483870967742,9,0.09433962264150944,15,1304
2,15,2014,37,10,87,1.1264367816091954,14,0.057971014492753624,15,1361
2,15,2015,24,2,47,1.148936170212766,3,0.12195121951219512,15,1388
2,15,2016,22,2,38,1,1,0.2,15,1370
2,15,2017,14,0,14,1,0,0,15,1324
2,1,2004,10,0,25,1.28,0,0.25,01,7671
2,1,2005,4,12,34,1.2352941176470589,16,0,01,7824
2,1,2007,8,21,61,1.098360655737705,4,0.24444444444444444,01,8236
2,1,2006,3,15,22,1.0909090909090908,1,0.05555555555555555,01,7925
2,1,2008,5,0,7,1,0,0,01,8640
2,1,2009,15,7,44,1,3,0.1111111111111111,01,8980
2,1,2010,8,4,22,1.5454545454545454,5,0,01,9475
2,1,2011,6,1,12,1,0,0,01,9831
2,1,2012,6,2,14,1,0,0,01,9484
2,1,2013,8,3,19,1,0,0,01,9203
2,1,2014,4,0,9,1,4,0,01,8982
2,1,2015,2,0,4,1,0,0,01,8856
2,1,2016,10,0,20,1,4,0.09090909090909091,01,8799
2,1,2017,8,0,8,1,1,0,01,8738
2,4,2004,526,220,1169,1.309666381522669,300,0.3300124533001245,04,113313
2,4,2005,614,231,1337,1.3649962602842185,322,0.2843347639484979,04,114761
2,4,2007,594,213,1240,1.3774193548387097,198,0.23517587939698492,04,119054
2,4,2006,592,196,1264,1.3053797468354431,253,0.3146551724137931,04,117134
2,4,2008,635,213,1320,1.403030303030303,180,0.3295880149812734,04,120984
2,4,2009,504,238,1117,1.3115487914055506,117,0.3403582718651212,04,122661
2,4,2010,564,302,1277,1.2458888018794048,134,0.29503676470588236,04,122762
2,4,2011,676,346,1553,1.1912427559562138,152,0.31273549359457425,04,122844
2,4,2012,834,476,1983,1.1855774079677257,233,0.31367781155015195,04,122932
2,4,2013,794,476,1866,1.1237942122186495,171,0.3472829481574016,04,123809
2,4,2014,750,364,1740,1.1091954022988506,201,0.3029045643153527,04,124721
2,4,2015,992,250,1929,1.0725764644893727,220,0.36267823930564164,04,125796
2,4,2016,738,95,1146,1.0349040139616057,174,0.3550488599348534,04,126573
2,4,2017,449,4,449,1.017817371937639,53,0.3386243386243386,04,126919
2,5,2004,30,36,113,1.168141592920354,14,0,05,6493
2,5,2005,30,16,66,1.378787878787879,12,0.05,05,6719
2,5,2007,39,21,78,1.2820512820512822,16,0,05,7157
2,5,2006,35,21,85,1.1764705882352942,12,0.03278688524590164,05,6940
2,5,2008,39,20,94,1.1595744680851063,20,0.03508771929824561,05,7547
2,5,2009,35,21,81,1.3950617283950617,9,0,05,7998
2,5,2010,62,21,126,1.3253968253968254,37,0.014925373134328358,05,8248
2,5,2011,57,46,140,1.1857142857142857,31,0.03125,05,8745
2,5,2012,43,11,96,1.09375,19,0.06557377049180328,05,8554
2,5,2013,57,56,130,1.323076923076923,17,0.16161616161616163,05,8683
2,5,2014,32,20,78,1.0256410256410255,6,0.16129032258064516,05,8578
2,5,2015,71,25,145,1.0344827586206897,13,0.10576923076923077,05,8565
2,5,2016,65,7,111,1,28,0.05,05,8732
2,5,2017,34,1,34,1.0294117647058822,3,0.25,05,8807
2,6,2004,1116,583,3162,1.3776091081593929,220,0.11694032839407288,06,172609
2,6,2005,1274,713,3480,1.310632183908046,243,0.10871156661786237,06,177629
2,6,2007,1229,437,3110,1.3263665594855305,222,0.10093696763202725,06,190108
2,6,2006,1162,466,3124,1.2980153649167734,272,0.09386578839028406,06,183605
2,6,2008,1391,389,2983,1.3473013744552464,256,0.07828719723183392,06,198170
2,6,2009,869,324,2194,1.299908842297174,144,0.14237095859330687,06,207573
2,6,2010,940,408,2352,1.2954931972789117,123,0.10268562401263823,06,221574
2,6,2011,923,446,2389,1.2369192130598576,130,0.10721442885771543,06,231712
2,6,2012,984,384,2407,1.1865392604902367,118,0.10523786641037962,06,226463
2,6,2013,852,406,2183,1.1855245075584058,131,0.11729729729729729,06,221386
2,6,2014,953,394,2467,1.1130928252938792,169,0.11646398503274089,06,216459
2,6,2015,1129,200,2171,1.070474435743897,181,0.10716208939149165,06,212111
2,6,2016,1023,80,1613,1.0303781773093614,110,0.07953723788864786,06,208249
2,6,2017,670,1,670,1.0119402985074626,49,0.08637873754152824,06,207351
2,8,2004,201,75,421,1.6365795724465557,127,0.04316546762589928,08,20648
2,8,2005,163,55,323,1.4055727554179567,89,0.11737089201877934,08,21245
2,8,2007,149,49,285,1.2350877192982457,47,0.03167420814479638,08,22838
2,8,2006,169,30,297,1.404040404040404,106,0.07650273224043716,08,22161
2,8,2008,136,32,240,1.325,34,0.08163265306122448,08,24118
2,8,2009,142,35,295,1.3084745762711865,52,0.07929515418502203,08,25814
2,8,2010,130,27,240,1.5125,21,0.11165048543689321,08,27588
2,8,2011,137,27,256,1.2421875,35,0.03317535545023697,08,29337
2,8,2012,98,16,173,1.2485549132947977,39,0.03937007874015748,08,29343
2,8,2013,83,7,131,1.1526717557251909,18,0.09345794392523364,08,29165
2,8,2014,98,13,150,1.1533333333333333,13,0.09923664122137404,08,29518
2,8,2015,102,23,180,1.0888888888888888,10,0.06060606060606061,08,29796
2,8,2016,91,5,131,1.083969465648855,11,0.02727272727272727,08,30294
2,8,2017,56,0,56,1,5,0.08,08,30597
2,9,2004,22,5,63,1.253968253968254,14,0.19047619047619047,09,4681
2,9,2005,8,5,23,1,4,0,09,4861
2,9,2007,11,11,31,1.2258064516129032,15,0,09,5240
2,9,2006,20,6,50,1.16,7,0,09,5043
2,9,2008,7,4,16,1.0625,0,0,09,5420
2,9,2009,12,11,51,1.1176470588235294,9,0.075,09,5680
2,9,2010,8,3,21,1.4761904761904763,1,0,09,5803
2,9,2011,8,2,18,1.3333333333333333,2,0,09,6191
2,9,2012,4,1,7,1,1,0,09,6187
2,9,2013,9,3,26,1.1153846153846154,5,0.05,09,6272
2,9,2014,12,0,29,1,3,0.08,09,6371
2,9,2015,21,0,47,1,7,0.02631578947368421,09,6511
2,9,2016,13,0,19,1,2,0.4375,09,6466
2,9,2017,4,0,4,1,0,0,09,6422
2,10,2004,1,0,1,1,1,NaN,10,1179
2,10,2005,2,0,6,1,2,0,10,1283
2,10,2007,4,0,7,1,2,0,10,1526
2,10,2006,1,0,2,2,2,NaN,10,1390
2,10,2008,3,0,9,1,3,0.6666666666666666,10,1604
2,10,2009,0,0,0,NA,0,NA,10,1763
2,10,2010,0,0,0,NA,0,NA,10,1848
2,10,2011,1,0,2,1,0,0,10,1963
2,10,2012,0,0,0,NA,0,NA,10,1896
2,10,2013,0,0,0,NA,0,NA,10,1817
2,10,2014,0,0,0,NA,0,NA,10,1784
2,10,2015,0,0,0,NA,0,NA,10,1759
2,10,2016,0,0,0,NA,0,NA,10,1714
2,10,2017,0,0,0,NA,0,NA,10,1782
2,11,2004,1,0,1,1,0,0,11,539
2,11,2005,8,0,9,1.1111111111111112,3,0,11,592
2,11,2007,0,0,2,1,0,0,11,625
2,11,2006,2,0,2,1,1,1,11,626
2,11,2008,3,0,4,1,2,0,11,700
2,11,2009,0,0,1,1,0,0,11,749
2,11,2010,4,0,4,1,0,0,11,800
2,11,2011,2,0,2,1,0,0,11,822
2,11,2012,1,0,1,1,1,NaN,11,836
2,11,2013,0,0,0,NA,0,NA,11,907
2,11,2014,0,0,0,NA,0,NA,11,1100
2,11,2015,4,0,6,1,0,0,11,1161
2,11,2016,2,0,3,1,0,0,11,1140
2,11,2017,1,0,1,1,0,0,11,1194
2,16,2004,132,98,342,1.3421052631578947,34,0.16728624535315986,16,7856
2,16,2005,142,107,343,1.4489795918367347,39,0.12406015037593984,16,8086
2,16,2007,151,66,338,1.2366863905325445,22,0.15357142857142858,16,8838
2,16,2006,137,97,340,1.2352941176470589,43,0.09157509157509157,16,8532
2,16,2008,137,36,281,1.291814946619217,13,0.0648854961832061,16,9283
2,16,2009,150,45,331,1.299093655589124,37,0.1232876712328767,16,9705
2,16,2010,87,33,194,1.1597938144329898,8,0.1912568306010929,16,9892
2,16,2011,37,14,83,1.2289156626506024,25,0.21428571428571427,16,10199
2,16,2012,61,22,137,1.2116788321167884,10,0.11023622047244094,16,10474
2,16,2013,112,29,220,1.1636363636363636,8,0.13679245283018868,16,10576
2,16,2014,48,20,103,1.0097087378640777,2,0.27722772277227725,16,10806
2,16,2015,30,11,55,1.0363636363636364,5,0.12244897959183673,16,11080
2,16,2016,20,3,37,1,4,0.36363636363636365,16,11436
2,16,2017,29,1,29,1.0344827586206897,3,0.08695652173913043,16,11503
2,20,2004,57,17,151,1.3112582781456954,23,0.09411764705882353,20,10988
2,20,2005,59,27,161,1.062111801242236,21,0.1919191919191919,20,11231
2,20,2007,64,54,193,1.1554404145077721,13,0.06993006993006994,20,11740
2,20,2006,74,52,210,1.3714285714285714,18,0.07692307692307693,20,11553
2,20,2008,41,37,128,1.4453125,8,0.033707865168539325,20,12053
2,20,2009,67,41,184,1.4130434782608696,13,0.046875,20,12512
2,20,2010,67,33,174,1.1551724137931034,10,0.03636363636363636,20,13129
2,20,2011,100,73,276,1.0833333333333333,8,0.10377358490566038,20,13399
2,20,2012,79,77,236,1.0508474576271187,9,0.08379888268156424,20,13265
2,20,2013,78,69,246,1.0365853658536586,9,0.06930693069306931,20,13243
2,20,2014,116,52,291,1.0618556701030928,10,0.1324200913242009,20,13130
2,20,2015,139,30,312,1.0352564102564104,8,0.15319148936170213,20,12980
2,20,2016,101,4,174,1,13,0.17699115044247787,20,12765
2,20,2017,81,0,81,1,6,0.09836065573770492,20,12576
2,21,2004,10,5,24,1.2916666666666667,3,0,21,2467
2,21,2005,25,14,64,1.328125,12,0,21,2565
2,21,2007,9,8,33,1,3,0,21,2769
2,21,2006,17,9,38,1.131578947368421,4,0.15384615384615385,21,2676
2,21,2008,20,4,39,1.1025641025641026,6,0,21,2839
2,21,2009,18,6,43,1.0232558139534884,9,0.058823529411764705,21,2967
2,21,2010,12,1,21,1.2857142857142858,3,0,21,3182
2,21,2011,18,3,30,1.0666666666666667,3,0.038461538461538464,21,3175
2,21,2012,12,4,26,1.1538461538461537,4,0,21,3139
2,21,2013,14,3,28,1.1785714285714286,2,0,21,3142
2,21,2014,13,7,28,1.3214285714285714,3,0,21,3191
2,21,2015,24,1,32,1.125,5,0,21,3251
2,21,2016,16,0,25,1.08,4,0,21,3280
2,21,2017,12,0,12,1,4,0.2,21,3369
2,22,2004,9,7,33,1.6363636363636365,13,0.058823529411764705,22,9481
2,22,2005,16,1,39,1.564102564102564,1,0.13793103448275862,22,9686
2,22,2007,11,6,28,1,0,0.38095238095238093,22,9325
2,22,2006,22,6,42,1.2857142857142858,3,0.14705882352941177,22,9570
2,22,2008,11,0,19,1.4210526315789473,5,0,22,9651
2,22,2009,8,13,37,1,0,0.2857142857142857,22,10073
2,22,2010,10,5,18,1.2222222222222223,3,0,22,10464
2,22,2011,12,5,26,1.0769230769230769,7,0,22,10692
2,22,2012,11,3,22,1,2,0,22,10707
2,22,2013,22,10,49,1.0408163265306123,4,0.3888888888888889,22,10808
2,22,2014,7,1,13,1,1,0,22,10874
2,22,2015,21,2,33,1.0606060606060606,3,0.3793103448275862,22,10948
2,22,2016,7,1,10,1,0,0.1,22,10925
2,22,2017,8,0,8,1.125,3,0.2,22,10878
2,23,2004,17,7,50,1.26,12,0,23,2781
2,23,2005,24,28,72,1.1944444444444444,9,0.07692307692307693,23,2807
2,23,2007,41,35,122,1.3934426229508197,6,0.08333333333333333,23,2826
2,23,2006,39,28,91,1.1318681318681318,7,0.12903225806451613,23,2848
2,23,2008,37,22,98,1.4183673469387754,7,0.189873417721519,23,2886
2,23,2009,21,24,61,1.0655737704918034,3,0.2830188679245283,23,2937
2,23,2010,32,16,78,1.2179487179487178,2,0.11864406779661017,23,3004
2,23,2011,11,17,46,1.0434782608695652,2,0.05405405405405406,23,2969
2,23,2012,27,11,64,1.0625,2,0.05,23,2952
2,23,2013,21,9,66,1,4,0.1,23,2910
2,23,2014,25,8,63,1.1111111111111112,4,0.08333333333333333,23,2842
2,23,2015,17,7,41,1,0,0.05405405405405406,23,2881
2,23,2016,20,1,34,1,1,0.37037037037037035,23,2940
2,23,2017,16,0,16,1,0,0.25,23,2964
2,24,2004,13,2,32,1.53125,2,0.06666666666666667,24,6825
2,24,2005,9,3,40,1.025,3,0.02857142857142857,24,7214
2,24,2007,11,2,25,1.08,2,0,24,8109
2,24,2006,11,4,33,1.2424242424242424,5,0,24,7627
2,24,2008,12,3,22,1.0909090909090908,2,0,24,8547
2,24,2009,5,0,10,1,0,0,24,8897
2,24,2010,4,1,10,1.1,3,0,24,9541
2,24,2011,5,4,16,1,0,0,24,10060
2,24,2012,8,1,15,1,0,0,24,10072
2,24,2013,6,0,12,1.1666666666666667,0,0,24,10080
2,24,2014,5,0,10,1,0,0,24,10313
2,24,2015,12,2,20,1.05,2,0,24,10705
2,24,2016,16,0,23,1.0434782608695652,3,0,24,11187
2,24,2017,5,0,5,1,0,0,24,11522
2,25,2004,41,9,121,1.3388429752066116,7,0.08421052631578947,25,7632
2,25,2005,71,28,186,1.6290322580645162,26,0.01904761904761905,25,8000
2,25,2007,38,22,97,1.5051546391752577,15,0,25,8698
2,25,2006,25,13,82,1.2073170731707317,11,0.10526315789473684,25,8372
2,25,2008,51,26,132,1.621212121212121,7,0.0660377358490566,25,9089
2,25,2009,38,24,128,1.484375,7,0.06521739130434782,25,9584
2,25,2010,42,12,156,1.294871794871795,9,0.1565217391304348,25,10119
2,25,2011,48,59,194,1.1288659793814433,18,0.04195804195804196,25,10370
2,25,2012,70,66,253,1.2213438735177866,6,0.010256410256410256,25,10236
2,25,2013,67,40,244,1.1475409836065573,8,0.05056179775280899,25,10188
2,25,2014,82,40,321,1.2211838006230529,19,0.04484304932735426,25,10103
2,25,2015,104,20,234,1.0384615384615385,25,0.03225806451612903,25,9951
2,25,2016,85,2,161,1.049689440993789,11,0.01818181818181818,25,9841
2,25,2017,42,0,42,1.0476190476190477,4,0.21212121212121213,25,9937
2,27,2004,961,175,1785,1.7445378151260504,422,0.4631083202511774,27,24687
2,27,2005,1109,171,2074,1.5838958534233365,434,0.5554808338937458,27,25079
2,27,2007,1000,205,1962,1.6248725790010194,380,0.5449852507374632,27,26441
2,27,2006,1032,278,2000,1.5485,410,0.5309672929714684,27,25817
2,27,2008,916,277,1900,1.4915789473684211,322,0.5304532577903682,27,27249
2,27,2009,854,236,1766,1.454699886749717,236,0.5806703039750585,27,27938
2,27,2010,788,197,1626,1.4581795817958179,245,0.6352253756260434,27,27767
2,27,2011,1003,353,2204,1.3575317604355717,288,0.5208946439081813,27,27835
2,27,2012,948,305,2157,1.3133982382939267,243,0.6269610691458455,27,28763
2,27,2013,1115,296,2516,1.2110492845786964,194,0.5548990645002462,27,29487
2,27,2014,1326,240,2995,1.1919866444073455,263,0.5840480274442539,27,30165
2,27,2015,1245,219,2451,1.130966952264382,195,0.5452209660842754,27,30661
2,27,2016,1190,81,1886,1.0816542948038177,142,0.5052264808362369,27,31328
2,27,2017,907,4,907,1.0187431091510475,64,0.5160875160875161,27,31332
2,28,2004,10,3,32,1.0625,2,0.037037037037037035,28,4698
2,28,2005,7,6,36,1.0833333333333333,1,0.034482758620689655,28,4819
2,28,2007,4,0,6,1,1,0,28,5221
2,28,2006,9,0,15,1,6,0,28,4980
2,28,2008,13,6,27,1.3333333333333333,4,0.4666666666666667,28,5292
2,28,2009,5,3,17,1,2,0,28,5437
2,28,2010,4,0,7,1,0,0.4,28,5542
2,28,2011,9,4,18,1.0555555555555556,0,0.5,28,5682
2,28,2012,1,0,1,1,0,NaN,28,5668
2,28,2013,6,0,11,1,0,0,28,5736
2,28,2014,13,1,25,1.04,2,0,28,5810
2,28,2015,6,0,14,1,0,0,28,5948
2,28,2016,9,0,12,1,6,0,28,6069
2,28,2017,7,0,7,1,0,0,28,6056
2,29,2004,25,9,62,1.1612903225806452,3,0.07894736842105263,29,9433
2,29,2005,26,7,55,1.2545454545454546,5,0.05405405405405406,29,9599
2,29,2007,31,4,58,1.1551724137931034,6,0,29,10010
2,29,2006,31,6,58,1.0517241379310345,12,0.14705882352941177,29,9796
2,29,2008,21,4,48,1.375,3,0,29,10391
2,29,2009,36,12,86,1.255813953488372,3,0,29,10518
2,29,2010,22,8,53,1.2830188679245282,2,0,29,10743
2,29,2011,37,17,93,1.075268817204301,1,0.1125,29,11031
2,29,2012,32,11,85,1.1411764705882352,4,0.04411764705882353,29,11039
2,29,2013,27,3,73,1.0684931506849316,7,0,29,11166
2,29,2014,44,5,102,1.0098039215686274,5,0.07246376811594203,29,11193
2,29,2015,37,6,89,1.0449438202247192,1,0.25396825396825395,29,11499
2,29,2016,39,1,65,1,3,0.11764705882352941,29,11686
2,29,2017,29,0,29,1,2,0.22727272727272727,29,11734
2,30,2004,478,192,1154,1.4844020797227035,116,0.3640303358613218,30,24110
2,30,2005,610,220,1497,1.591182364729459,118,0.4019933554817276,30,24203
2,30,2007,408,131,1043,1.4995206136145733,73,0.41951837769328265,30,24508
2,30,2006,467,154,1207,1.6942833471416736,108,0.3305084745762712,30,24409
2,30,2008,346,160,1046,1.338432122370937,95,0.5124069478908189,30,24740
2,30,2009,325,149,1020,1.227450980392157,83,0.491025641025641,30,24982
2,30,2010,342,146,934,1.2269807280513918,73,0.4748923959827834,30,25210
2,30,2011,365,231,1058,1.1928166351606806,78,0.4444444444444444,30,25256
2,30,2012,446,184,1172,1.189419795221843,65,0.46033519553072627,30,25580
2,30,2013,508,172,1298,1.154853620955316,60,0.45029821073558646,30,26127
2,30,2014,475,166,1115,1.095067264573991,53,0.41809851088201605,30,26683
2,30,2015,651,106,1417,1.059985885673959,65,0.5160697887970616,30,27228
2,30,2016,648,13,1028,1.04863813229572,45,0.5556946182728411,30,27692
2,30,2017,419,0,419,1.0119331742243436,22,0.43989071038251365,30,27853
2,31,2004,395,78,946,1.441860465116279,171,0.2937365010799136,31,7619
2,31,2005,382,94,954,1.4046121593291405,144,0.28239845261121854,31,7943
2,31,2007,350,91,832,1.3365384615384615,100,0.2039911308203991,31,8860
2,31,2006,278,55,631,1.2979397781299524,104,0.29518072289156627,31,8303
2,31,2008,334,71,823,1.2490886998784934,108,0.36622807017543857,31,9318
2,31,2009,272,45,656,1.2621951219512195,65,0.2607594936708861,31,10212
2,31,2010,272,56,697,1.1807747489239597,80,0.21079691516709512,31,10085
2,31,2011,229,66,588,1.1802721088435375,50,0.17268041237113402,31,10357
2,31,2012,272,40,590,1.164406779661017,52,0.3542234332425068,31,10761
2,31,2013,238,51,454,1.0682819383259912,38,0.19808306709265175,31,11170
2,31,2014,156,26,295,1.1796610169491526,5,0.3349282296650718,31,11584
2,31,2015,145,25,278,1.0575539568345325,5,0.3401015228426396,31,12232
2,31,2016,219,13,330,1.0242424242424242,6,0.36363636363636365,31,12760
2,31,2017,149,0,149,1.0134228187919463,8,0.28225806451612906,31,12768
2,32,2004,65,20,147,1.3401360544217686,17,0.17307692307692307,32,11876
2,32,2005,59,26,152,1.2894736842105263,29,0.15789473684210525,32,12477
2,32,2007,71,67,231,1.1861471861471862,18,0.10752688172043011,32,13751
2,32,2006,62,48,199,1.07035175879397,35,0.056,32,12884
2,32,2008,71,37,163,1.0920245398773005,30,0.07407407407407407,32,14430
2,32,2009,76,22,155,1.2516129032258065,15,0.18085106382978725,32,14925
2,32,2010,66,22,156,1.2243589743589745,15,0.2717391304347826,32,15286
2,32,2011,82,25,151,1.2649006622516556,35,0.07142857142857142,32,15419
2,32,2012,63,37,195,1.123076923076923,13,0.25675675675675674,32,15356
2,32,2013,76,41,197,1.1421319796954315,9,0.07092198581560284,32,15276
2,32,2014,55,19,108,1.0555555555555556,4,0.19318181818181818,32,15234
2,32,2015,80,13,151,1.0066225165562914,13,0.27522935779816515,32,15611
2,32,2016,46,0,64,1.015625,6,0.25,32,15826
2,32,2017,43,0,43,1.0465116279069768,4,0.3157894736842105,32,16150
2,33,2004,4,1,8,1,2,0,33,1145
2,33,2005,3,0,4,1.25,1,0.3333333333333333,33,1155
2,33,2007,4,1,9,1.1111111111111112,0,0,33,1208
2,33,2006,8,1,30,1.2666666666666666,8,0,33,1159
2,33,2008,5,0,11,1.1818181818181819,7,0,33,1257
2,33,2009,3,2,9,1,1,0.5,33,1256
2,33,2010,12,3,36,1.1666666666666667,15,0,33,1260
2,33,2011,7,0,16,1.5625,9,0,33,1222
2,33,2012,5,1,15,1,2,0,33,1216
2,33,2013,5,2,15,1,3,0,33,1188
2,33,2014,4,1,17,1,9,0,33,1165
2,33,2015,11,1,22,1.0909090909090908,5,0,33,1171
2,33,2016,10,0,13,1.1538461538461537,3,0.6,33,1137
2,33,2017,2,0,2,1,1,0,33,1117
2,34,2004,37,10,93,1.4301075268817205,9,0.03571428571428571,34,10817
2,34,2005,42,8,78,1.294871794871795,4,0,34,11540
2,34,2007,30,3,58,1.3103448275862069,10,0.020833333333333332,34,12914
2,34,2006,32,5,62,1.1612903225806452,6,0,34,12216
2,34,2008,21,2,39,1.1538461538461537,2,0.058823529411764705,34,13667
2,34,2009,28,2,55,1.2181818181818183,1,0.038461538461538464,34,14614
2,34,2010,16,4,35,1.0571428571428572,1,0.14705882352941177,34,16004
2,34,2011,15,0,27,1.0740740740740742,2,0.08,34,17233
2,34,2012,18,4,28,1.1071428571428572,2,0,34,16966
2,34,2013,22,13,41,1.024390243902439,1,0,34,16840
2,34,2014,20,5,35,1.0571428571428572,0,0.08571428571428572,34,16600
2,34,2015,10,0,18,1.2222222222222223,2,0,34,16368
2,34,2016,10,0,10,1,1,0,34,16248
2,34,2017,2,0,2,1,0,0,34,16462
2,35,2004,311,134,631,1.255150554675119,138,0.25485436893203883,35,70334
2,35,2005,317,119,589,1.2512733446519524,121,0.3058510638297872,35,70194
2,35,2007,289,133,603,1.2835820895522387,137,0.2838541666666667,35,69825
2,35,2006,338,175,668,1.3098802395209581,121,0.2984054669703872,35,69914
2,35,2008,299,91,497,1.2756539235412474,130,0.32558139534883723,35,69883
2,35,2009,304,137,566,1.2314487632508835,158,0.45045045045045046,35,70695
2,35,2010,190,60,345,1.1014492753623188,54,0.3656387665198238,35,70883
2,35,2011,219,77,433,1.1709006928406467,51,0.36942675159235666,35,70814
2,35,2012,205,81,475,1.168421052631579,54,0.3235294117647059,35,71191
2,35,2013,212,86,423,1.1229314420803782,67,0.2824675324675325,35,71381
2,35,2014,273,48,517,1.193423597678917,48,0.20994475138121546,35,72187
2,35,2015,204,19,359,1.0362116991643453,48,0.30364372469635625,35,73380
2,35,2016,214,24,288,1.0798611111111112,44,0.26126126126126126,35,74309
2,35,2017,160,4,160,1.05,20,0.22058823529411764,35,73786
2,36,2004,71,13,163,1.2085889570552146,53,0.21904761904761905,36,45221
2,36,2005,71,37,193,1.310880829015544,57,0.08943089430894309,36,47242
2,36,2007,80,42,236,1.2627118644067796,64,0.09740259740259741,36,51300
2,36,2006,70,23,176,1.3011363636363635,51,0.21929824561403508,36,49300
2,36,2008,75,17,160,1.1875,42,0.027777777777777776,36,53615
2,36,2009,104,36,257,1.2801556420233462,50,0.2233502538071066,36,56833
2,36,2010,87,16,210,1.1904761904761905,46,0.4,36,60639
2,36,2011,131,37,368,1.1521739130434783,53,0.18947368421052632,36,62859
2,36,2012,102,24,258,1.050387596899225,37,0.13930348258706468,36,61916
2,36,2013,96,31,197,1.0710659898477157,31,0.07096774193548387,36,61916
2,36,2014,79,12,183,1.0655737704918034,19,0.29577464788732394,36,60720
2,36,2015,46,2,94,1.0851063829787233,21,0,36,59373
2,36,2016,67,2,108,1.0740740740740742,36,0.05970149253731343,36,57937
2,36,2017,73,0,73,1.0273972602739727,19,0.1111111111111111,36,57779
2,37,2004,175,30,397,1.0100755667506298,25,0.39087947882736157,37,37270
2,37,2005,140,42,333,1.0510510510510511,26,0.25,37,38679
2,37,2007,136,45,366,1.046448087431694,44,0.14393939393939395,37,41937
2,37,2006,186,59,450,1.0155555555555555,19,0.24929178470254956,37,40235
2,37,2008,97,57,298,1.023489932885906,16,0.06694560669456066,37,43792
2,37,2009,93,41,225,1.0933333333333333,20,0.12738853503184713,37,45540
2,37,2010,145,48,376,1.023936170212766,37,0.21115537848605578,37,47626
2,37,2011,166,28,380,1.0210526315789474,14,0.1815068493150685,37,48791
2,37,2012,195,72,486,1.0164609053497942,27,0.16112531969309463,37,49067
2,37,2013,201,50,470,1.0148936170212766,21,0.07865168539325842,37,49550
2,37,2014,201,43,450,1.0222222222222221,25,0.11299435028248588,37,49728
2,37,2015,175,11,349,1.0143266475644699,17,0.10902255639097744,37,50139
2,37,2016,173,6,287,1,14,0.08,37,50757
2,37,2017,106,1,106,1,4,0.09574468085106383,37,50895
2,38,2004,286,70,610,1.3655737704918032,142,0.25892857142857145,38,13672
2,38,2005,324,122,781,1.4212548015364916,167,0.22644927536231885,38,13855
2,38,2007,227,73,521,1.3666026871401151,119,0.25825825825825827,38,14186
2,38,2006,234,64,506,1.3537549407114624,122,0.16923076923076924,38,13933
2,38,2008,243,63,531,1.2693032015065913,131,0.1710914454277286,38,14431
2,38,2009,242,93,574,1.348432055749129,103,0.22807017543859648,38,14545
2,38,2010,248,84,567,1.2786596119929454,122,0.31648936170212766,38,14625
2,38,2011,247,103,597,1.2144053601340032,101,0.1957040572792363,38,14691
2,38,2012,234,97,580,1.2,83,0.2897196261682243,38,15130
2,38,2013,276,106,637,1.0879120879120878,59,0.2665330661322645,38,15537
2,38,2014,309,90,668,1.1107784431137724,60,0.3333333333333333,38,16317
2,38,2015,312,36,591,1.1184433164128595,69,0.33178654292343385,38,16820
2,38,2016,373,20,531,1.0960451977401129,44,0.2647754137115839,38,17241
2,38,2017,243,2,243,1.0164609053497942,27,0.22,38,17313
2,39,2004,48,22,102,1.7156862745098038,6,0.031914893617021274,39,9043
2,39,2005,64,30,123,1.3008130081300813,14,0.06060606060606061,39,9070
2,39,2007,22,6,46,1.5869565217391304,4,0,39,9505
2,39,2006,41,17,91,1.1538461538461537,19,0.046153846153846156,39,9302
2,39,2008,32,15,71,1.2112676056338028,12,0,39,9816
2,39,2009,41,17,89,1.247191011235955,3,0.04878048780487805,39,10168
2,39,2010,56,17,95,1.2947368421052632,9,0.036585365853658534,39,10276
2,39,2011,55,33,130,1.1153846153846154,9,0.017699115044247787,39,10401
